ap_id,link,nome_bairro,algl,condo,m2tot,m2util,qts,suite,vagas,mini_desc,res_desc
,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-norte-brasilia-df-cln-113-bloco-d-289692,"CLN 113 Bloco D, ASA NORTE, BRASILIA",1.3,,,43 m²,1 Quarto,,,"EXCELENTE KITNET COM VARANDA NA ASA NORTE, CLN 113 BLOCO D EXCELENTE KITNET COM VARANDA NA ASA NORTE",CLN 113 Bloco D Excelente apartamento / kitnet com varanda em quadra comercial diversificada em produtos e serviços. Um... 12/02/23
,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-taguatinga-centro-taguatinga-df-quadra-c-12-240351,"Quadra C 12, TAGUATINGA CENTRO, TAGUATINGA",700,,,40 m²,1 Quarto,,,C 12 BLOCO O KITINETE,"ÓTIMA LOCALIZAÇÃO, NO CENTRO DE TAGUATINGA PONTO DE REFERÊNCIA: ALAMEDA SHOPPING, PRAÇA DO RELOGIO E EDIFÍCIO PARANOÁ... 12/02/23"
,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-taguatinga-norte-taguatinga-df-eqnl-9-11-bloco-a-481632,"EQNL 9/11 Bloco A, TAGUATINGA NORTE, TAGUATINGA",750,,,40 m²,1 Quarto,,,ALUGA-SE APARTAMENTO COM 1 QUARTO EM TAGUATINGA NORTE,"EQNL 9/11 Apartamento com: Sala, quarto, cozinha conjugada com área de serviço e banheiro. Medidores de Água e Luz indi... 12/02/23"
,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-sul-aguas-claras-df-avenida-jequitiba-443046,"Avenida Jequitibá, SUL, AGUAS CLARAS",1.4,,,35 m²,1 Quarto,1 Vaga,,LOCAÇÃO APARTAMENTO 1 QUARTO SUL ÁGUAS CLARAS,"Apartamento de 01 quarto, sala, cozinha americana, banheiro social, varanda e vaga de garagem. Prédio em ótima localiz... 12/02/23"
,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-sudoeste-brasilia-df-qmsw-4-lote-10-443067,"QMSW 4 Lote 10, SUDOESTE, BRASILIA",900,,,30 m²,1 Quarto,1 Vaga,,LOCAÇÃO APARTAMENTO 1 QUARTO SUDOESTE BRASÍLIA,"Kitinete de 01 quarto, cozinha americana, banheiro social e vaga de garagem. Ótima localização, próximo a comércio loc... 12/02/23"
,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-lago-norte-brasilia-df-ca-02-671290,"CA 02, LAGO NORTE, BRASILIA",1.1,,,36 m²,1 Quarto,1 Vaga,,"APARTAMENTO COM 1 DORMITÓRIO PARA ALUGAR, 36 M² POR R$ 1.944,00/MÊS - LAGO NORTE - BRASÍLIA/DF",Belíssima Kit Ed. Millenium Center; - 01 Quarto com armários; - Sala - Banheiro com box; - Cozinha Fogão; - 01 Garag... 12/02/23
,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-lago-norte-brasilia-df-ca-02-245597,"CA 02, LAGO NORTE, BRASILIA",1.7,,,30 m²,1 Quarto,1 Suíte,1 Vaga,"LAGO NORTE CONDOMÍNIO FECHADO, ESPAÇO GOURMET, LOUNGE, CHAFARIZ COM ESPELHO D'ÁGUA, LAVANDERIA, GARAGEM COM BOX",Fernanda Aluga o Seletto do Lago Norte Lindo Empreendimento Moderno e Diferenciado Condomínio Fechado com lazer privativ... 12/02/23
,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-riacho-fundo-riacho-fundo-df-cln-7-bloco-a-98441,"CLN 7 Bloco A, RIACHO FUNDO, RIACHO FUNDO",750,,,31 m²,1 Quarto,1 Suíte,,", ED. MARIA JOSÉ",KIT PARA LOCAÇÃO | QUARTO E SALA NA AVENIDA PRINCIPAL DO RIACHO FUNDO I E finalmente você encontra o seu novo endereço... 12/02/23
,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-norte-brasilia-df-scrn-714-715-bloco-b-12773,"SCRN 714/715 Bloco B, ASA NORTE, BRASILIA",650,,,32 m²,1 Quarto,,,"SCRN 714/715 BLOCO B - APARTAMENTO COM 1 DORMITÓRIO PARA ALUGAR, 32 M²- ASA NORTE - BRASÍLIA/DF","Apartamento de 1 quarto - SCRN 714/715 BLOCO B ENTRADA 35 Sala ampla bem iluminada e fresca, guarda roupas de madeira e... 12/02/23"
,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-samambaia-sul-samambaia-df-qn-122-318223,"QN 122, SAMAMBAIA SUL, SAMAMBAIA",700,,,45 m²,1 Quarto,,,"KITNET COM 1 DORMITÓRIO PARA ALUGAR, 45 M² POR R$ 790,16/MÊS - SAMAMBAIA SUL - SAMAMBAIA/DF","KN0898 - Qn 122 com 1 dormitório 45m².Agende sua visita! Kit composta por sala conjugada com cozinha, quarto e banheiro... 12/02/23"
,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-lago-norte-brasilia-df-shin-qi-1-274033,"SHIN QI 1, LAGO NORTE, BRASILIA",1.6,,,32 m²,1 Quarto,1 Vaga,,,"O MELHOR PONTO DO LAGO NORTE, PRÓXIMO: ALUGUEL INCLUSO CONDOMÍNIO E IPTU TEMPORADA MINIMA DE 03 MESES - COMÉRCIO LOCA... 12/02/23"
,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-sul-aguas-claras-df-rua-jeriva-703885,"Rua JERIVA, SUL, AGUAS CLARAS",1.2,,,42 m²,1 Quarto,1 Suíte,1 Vaga,RUA JERIVA LT 7/9 ED PLACE EIGHT COM ARMÁRIOS.,"PÚBLIO IMÓVEIS ALUGA KITNET NO PLACE EIGHT, COMPOSTA POR: - AMPLA SALA COM QUARTO, SEM DIVISÓRIA, - COZINHA COM ARMÁR... 12/02/23"
,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-ceilandia-sul-ceilandia-df-qnm-9-conjunto-d-77028,"QNM 9 Conjunto D, CEILANDIA SUL, CEILANDIA",800,,,33 m²,1 Quarto,1 Suíte,,QNM 09 CONJ. D - KIT 1QT COM PISO TODO EM PORCELANATO - CEILANDIA SUL,"IMÓVEL EM PROCESSO DE DESOCUPAÇÃO PREVISÃO PARA O INICIO DAS VISITAS EM 30/01/2023 Alugue sem Fiador, sem burocracia e... 12/02/23"
,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-taguatinga-norte-taguatinga-df-qnc-5-704129,"QNC 5, TAGUATINGA NORTE, TAGUATINGA",750,,,50 m²,1 Quarto,,,ÓTIMO APARTAMENTO DE 1 QUARTO!,Morar em Taguatinga é uma opção para você? Então conheça nossas unidades disponíveis para locação na QNC 05 de Taguati... 12/02/23
,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-guara-ii-guara-df-qe-40-conjunto-i-376056,"QE 40 Conjunto I, GUARA II, GUARA",800,,,30 m²,1 Quarto,,,,"Realiza Imóveis aluga, apto composto de 01 QUARTO, SALA, COZINHA, BANHEIRO SOCIAL, ÁREA DE SERVIÇO. ALUGUEL BRUTO: R$ 1... 12/02/23"
,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-norte-aguas-claras-df-avenida-flamboyant-58636,"Avenida Flamboyant, NORTE, AGUAS CLARAS",1.2,,,38 m²,1 Quarto,1 Suíte,1 Vaga,REAL PANORAMIC,EXCELENTE APARTAMENTO NO EDIFICIO REAL PANORAMIC  PRÓXIMO AO METRÔ- PROXIMO A EPTG (FACIL ACESSO)- AREA DE LAZER COMPLE... 12/02/23
,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-sul-brasilia-df-sqs-216-696589,"SQS 216, ASA SUL, BRASILIA",1,,,50 m²,1 Quarto,,,BUSCAMOS IMÓVEIS PARA LOCAÇÃO,"Buscamos Apartamento de 1 , 2, 3 ou 4 quartos Asa sul ou Asa norte para cliente cadastrado. Aluguel Garantido TELEFON... 12/02/23"
,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-norte-brasilia-df-stn-conjunto-c-660656,"STN Conjunto C, ASA NORTE, BRASILIA",950,,,31 m²,1 Quarto,1 Vaga,,"KITNET 1 QUARTO PARA LOCAÇÃO ASA NORTE, BRASÍLIA","KITNET COM VAGA DE GARAGEM, LOCALIZADA NO SETOR TERMINAL DA ASA NORTE. EM CONDOMINIO FECHADO, PRÓXIMA À SUPERMERCADOS, S... 12/02/23"
,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-noroeste-brasilia-df-clnw-10-11-lote-i-260581,"CLNW 10/11 Lote I, NOROESTE, BRASILIA",1.5,,,32 m²,1 Quarto,2 Vagas,,CLNW 10/11 ED ACONTECE CENTER - APTO 1QT COM ARMARIOS E 02 VAGAS - NOROESTE,ALUGUE COM FIADOR OU CAUÇÃO DE 3X O ALUGUEL CÓDIGO INTERNO: 4065 - Conheça o mais novo e... 12/02/23
,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-lago-norte-brasilia-df-ca-09-576679,"CA 09, LAGO NORTE, BRASILIA",1.5,,,35 m²,1 Quarto,1 Suíte,1 Vaga,CA 09 LT 10 - EXCELENTE KIT MOBILIADA - ED. SILCO BOULEVARD - LAGO NORTE,"Alugue sem Fiador, sem burocracia e sem taxa de adesão, pagando apenas 10% do valor do aluguel mensal. Aprovação media... 12/02/23"
,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-taguatinga-sul-taguatinga-df-qsf-4-569789,"QSF 4, TAGUATINGA SUL, TAGUATINGA",700,,,30 m²,1 Quarto,1 Suíte,,,A SAMUEL IMOBILIÁRIA aluga linda kitnet Do Imóvel. Kitnet com 25m2 Imóvel novo de Primeira locação Da localização ... 12/02/23
,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-norte-aguas-claras-df-rua-3-268118,"Rua 3, NORTE, AGUAS CLARAS",1.25,,,33 m²,1 Quarto,1 Vaga,,"AP10783- RUA 03 NORTE, VILLA GRECIA COM 1 QUARTO, 33M². AGENDE SUA VISITA!","AP10783- Rua 03 Norte, Villa Grecia com 1 quarto, 33m². Agende sua visita! Imóvel composto por sala, quarto, banheiro ... 12/02/23"
,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-norte-aguas-claras-df-rua-24-79144,"Rua 24, NORTE, AGUAS CLARAS",1.1,,,30 m²,1 Quarto,1 Vaga,,RUA 24 NORTE ED. LA BELLE MAISON KIT COM ARMARIOS E ÁREA DE LAZER-AGUAS CLARAS,"IMÓVEL EM PROCESSO DE DESOCUPAÇÃO PREVISÃO PARA O INICIO DAS VISITAS EM 15/02/2023 Alugue sem Fiador, sem burocracia ... 12/02/23"
,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-norte-brasilia-df-scrn-710-711-bloco-d-431082,"SCRN 710/711 Bloco D, ASA NORTE, BRASILIA",1.6,,,38 m²,1 Quarto,,,"APARTAMENTO 1 QUARTO PARA LOCAÇÃO ASA NORTE, BRASÍLIA","Apartamento composto de sala, quarto, cozinha e um banheiro social. Varanda cercada com vidro temperado, frente com vi... 12/02/23"
,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-ceilandia-norte-ceilandia-df-qnm-2-conjunto-c-70949,"QNM 2 Conjunto C, CEILANDIA NORTE, CEILANDIA",750,,,30 m²,1 Quarto,,,"APARTAMENTO COM 1 DORMITÓRIO PARA ALUGAR, 30 M² POR R$ 750,00/MÊS - CEILÂNDIA NORTE - CEILÂNDIA/DF","VALOR DO ALUGUEL BRUTO: R$ 882,75 DESCONTO PONTUALIDADE: R$ 132,75 VALOR DO ALUGUEL LIQUIDO: R$ 750,00 Centro da Cei... 12/02/23"
,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-norte-aguas-claras-df-avenida-das-castanheiras-704262,"Avenida das Castanheiras, NORTE, AGUAS CLARAS",1.3,,,32 m²,1 Quarto,1 Vaga,,AV DAS CASTANHEIRAS - 01 QUARTO COM ARMÁRIO PRÉDIO COM LAZER COMPLETO - ÁGUAS CLARAS/DF,Sala; Copa com armário e suggar; Quarto com armário; Banheiro social com espelho e box blindex; Garagem. Andar Alto (10... 12/02/23
,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-sul-aguas-claras-df-avenida-pau-brasil-264447,"Avenida Pau Brasil, SUL, AGUAS CLARAS",1.665,,,47 m²,1 Quarto,1 Suíte,1 Vaga,"APARTAMENTO COM 1 DORMITÓRIO PARA ALUGAR, 47 M² POR R$ 2.247,15/MÊS - SUL - ÁGUAS CLARAS/DF","J. Fleury ALUGA excelente Apartamento no Edifício Via Brisa. Contendo: -01 Suite, com armário planejado; - Sala ampla; ... 12/02/23"
,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-norte-brasilia-df-scrn-714-715-bloco-b-208514,"SCRN 714/715 Bloco B, ASA NORTE, BRASILIA",800,,,32 m²,1 Quarto,,,KIT 302,"Quitinete ampla semimobiliada com armários feitos sob medida na cozinha, cortinas, geladeira, fogão e banheiro com blind... 12/02/23"
,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-guara-ii-guara-df-rua-1-701870,"Rua 1, GUARA II, GUARA",700,,,48 m²,1 Quarto,,,RUA 01 LOTE 03 APT 101 - EXCELENTE LOCAL - POLO DE MODAS - AMPLO E COM VARANDA - CONFIRA,"Excelente apartamento (APT 101) de 1 quarto em condomínio na QE 40 - Rua 01 Lote 03 do Polo de Modas, muito bem localiza... 12/02/23"
,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-norte-brasilia-df-scrn-716-bloco-a-291849,"SCRN 716 Bloco A, ASA NORTE, BRASILIA",1.3,,,30 m²,1 Quarto,,,", ED. GALILEU","SALA, COZINHA COM ARMÁRIO, QUARTO COM ARMÁRIO, BANHEIRO COM BOX BLIDEX E ARMÁRIO. PISO EM CERAMICA. ***Os valores de ta... 12/02/23"
,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-norte-brasilia-df-sgan-914-210773,"SGAN 914, ASA NORTE, BRASILIA",1.33,,,30 m²,1 Quarto,1 Vaga,,COND. SOUTH BEACH - 914 NORTE - SEMIMOBILIADO - EXCELENTE,"MRC IMÓVEIS ALUGA: EXCELENTE APARTAMENTO 1 QUARTO / MOBILIADO Apartamento mobiliado, com 30m2, sala integrada com a v... 12/02/23"
,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-sul-brasilia-df-sqs-405-bloco-t-112690,"SQS 405 Bloco T, ASA SUL, BRASILIA",1.15,,,38 m²,1 Quarto,,,LOCAÇÃO APARTAMENTO 1 QUARTO ASA SUL BRASÍLIA,"Valor Bruto do Aluguel:R$ 1.265,00 Desconto de Pontualidade: R$ 115,00 Valor Líquido do Aluguel : R$ 1.150,00 Val... 12/02/23"
,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-taguatinga-sul-taguatinga-df-csg-2-71014,"CSG 2, TAGUATINGA SUL, TAGUATINGA",600,,,40 m²,1 Quarto,,,KIT EM TAGUATINGA SUL,"VALOR DO ALUGUEL BRUTO: R$ 706,20 DESCONTO PONTUALIDADE: R$ 106,20 VALOR DO ALUGUEL LIQUIDO: R$ 600,00 + R$ 80,00. ... 12/02/23"
,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-norte-brasilia-df-cln-413-bloco-d-554606,"CLN 413 Bloco D, ASA NORTE, BRASILIA",1.1,,,30 m²,1 Quarto,,,CLN 413 BLOCO D - KITNET PARA LOCAÇÃO - ASA NORTE - DF.,"SCLN 413 Bloco D - Asa Norte - DF A COEMI IMÓVEIS ALUGA Kit composta de sala, copa com armários, 01 quarto e 01 banheir... 12/02/23"
,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-noroeste-brasilia-df-clnw-10-11-lote-j-128340,"CLNW 10/11 Lote J, NOROESTE, BRASILIA",1.4,,,32 m²,1 Quarto,1 Suíte,1 Vaga,LOCAÇÃO APARTAMENTO 1 QUARTO NOROESTE BRASÍLIA,"Composto de sala, copa ou cozinha, quarto, banheiro, com armários no quarto, cozinha e banheiro e com uma estante na sal... 12/02/23"
,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-norte-brasilia-df-sclrn-708-635243,"SCLRN 708, ASA NORTE, BRASILIA",1.4,,,32 m²,1 Quarto,,,SCLRN 708 BLOCO A - APARTAMENTO DE 1 QUARTO PARA LOCAÇÃO - ASA NORTE - DF,SCLRN 708 Bloco A - Asa Norte - DF Alugue este imóvel com seu cartão de crédito pela CredPago Apartamento de frente co... 12/02/23
,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-sul-brasilia-df-eqs-504-505-521626,"EQS 504/505, ASA SUL, BRASILIA",1.55,,,39 m²,1 Quarto,,,"BRASÍLIA- ASA SUL ALUGUEL R$1.550,00 APARTAMENTO 1 QUARTO, ARMÁRIOS, VISTA LIVRE, PRÉDIO C/ELEVADOR.","APARTAMENTO 39M², ESPAÇOSO, VISTA LIVRE, ARMÁRIOS. COMPOSTO POR : - Um quarto; - Sala ampla; - Banheiro; - Cozinha; ... 12/02/23"
,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-norte-aguas-claras-df-rua-copaiba-698480,"Rua COPAIBA, NORTE, AGUAS CLARAS",1.2,,,33 m²,1 Quarto,1 Vaga,,", CHOPIN RESIDENCIAL","Aluguel sem fiador aluguel com cartão de crédito. (Obs: Sujeito a análise de crédito) RUA COPAÍBA LOTE 01, APARTAM... 12/02/23"
,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-taguatinga-norte-taguatinga-df-cng-2-250216,"CNG 2, TAGUATINGA NORTE, TAGUATINGA",800,,,40 m²,1 Quarto,,,CNG 02 LOTE 22 AP 302 - 01 QUARTO - ALUGUEL SIMPLIFICADO - EXCELENTE OPORTUNIDADE,Apto Oferta Locação - 01 Quarto; - Sala; - Cozinha; - WC Social; - Área de serviço. VENHA MARQUE JÁ SUA VISITA Alugue... 12/02/23
,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-sudoeste-brasilia-df-qmsw-4-lote-4-12810,"QMSW 4 Lote 4, SUDOESTE, BRASILIA",1.2,,,30 m²,1 Quarto,1 Vaga,,QMSW 04 - ED MONTE OLIMPO,"QMSW 04 - ED MONTE OLIMPO A Elo, com experiência de 41 anos no mercado de Brasília, valoriza muito o seu tempo. Alguns ... 12/02/23"
,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-ceilandia-sul-ceilandia-df-qnm-33-701733,"QNM 33, CEILANDIA SUL, CEILANDIA",1.3,,,47 m²,1 Quarto,1 Vaga,,QNM 33 - EXCELENTE APARTAMENTO 1 QUARTO - RESIDENCIAL ASTRAL - CEILANDIA,"IMÓVEL EM PROCESSO DE DESOCUPAÇÃO PREVISÃO PARA O INICIO DAS VISITAS EM 13/02/2023 Alugue sem Fiador, sem burocracia ... 12/02/23"
,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-lago-norte-brasilia-df-ca-05-391550,"CA 05, LAGO NORTE, BRASILIA",1.55,,,34 m²,1 Quarto,1 Vaga,,"MOBILIADA (CONDOMÍNIO E IPTU) INCLUSO 1º ANDAR, VARANDAS","BSB IMOBILIÁRIO Aluga kIT/Mobiliada no 1º andar, nascente, Ed. Varandas, CA 05 do Lago Norte, sala com sofá e estante, c... 12/02/23"
,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-norte-aguas-claras-df-rua-das-carnaubas-81901,"Rua DAS CARNAUBAS, NORTE, AGUAS CLARAS",1.25,,,41 m²,1 Quarto,1 Vaga,,ÁGUAS CLARAS (NORTE) | APARTAMENTO 1 QUARTO,"Apartamento frente para o Parque Águas Claras - 1 Quarto com armário, - Banheiro com box, - Sala integrada com a c... 12/02/23"
,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-norte-brasilia-df-cln-214-bloco-a-629135,"CLN 214 Bloco A, ASA NORTE, BRASILIA",1,,,42 m²,1 Quarto,,,"EXCELENTE KIT/SALA RECEM REFORMADA COM ÓTIMA LOCALIZAÇÃO, PRÓXIMA AO PARQUE OLHOS D""AGUA, NA ASA NOR","SCLN 214 BLOCO A SALA 203, PRÓXIMO AO PARQUE OLHOS D""AGUA - KIT/ SALA - COPA COM ARMÁRIO - BANHEIRO SOCIAL COM BOX BLIN... 12/02/23"
,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-norte-brasilia-df-cln-107-bloco-d-668108,"CLN 107 Bloco D, ASA NORTE, BRASILIA",1.2,,,30 m²,1 Quarto,,,CLN 107 - KITNET COM 1 DORMITÓRIO - ASA NORTE - BRASÍLIA/DF,"CLN 107 - EXCELENTE Kit com 30,68m², composta de sala/quarto, cozinha, banheiro social. OBS.: O preço anunciado está s... 12/02/23"
,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-norte-brasilia-df-sgan-914-660239,"SGAN 914, ASA NORTE, BRASILIA",1.1,,,35 m²,1 Quarto,1 Vaga,,EXCELENTE KIT NA SGAN 914 EDIFICIO SOUTH BEACH BLOCO F,Excelente kit na SGAN 914 EDIFICIO SOUTH BEACH BLOCO F - Asa Norte - 1° Andar; - 35 m²; - Fogão; - Armário na cozin... 12/02/23
,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-ceilandia-sul-ceilandia-df-qnm-9-conjunto-d-78723,"QNM 9 Conjunto D, CEILANDIA SUL, CEILANDIA",750,,,33 m²,1 Quarto,1 Suíte,,QNM 09 - APTO 01QT - CEILANDIA,"Alugue sem Fiador, sem burocracia e sem taxa de adesão, pagando apenas 10% do valor do aluguel mensal. Aprovação med... 12/02/23"
,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-samambaia-norte-samambaia-df-qr-413-conjunto-3-371605,"QR 413 Conjunto 3, SAMAMBAIA NORTE, SAMAMBAIA",420,,,35 m²,1 Quarto,,,,EXECUTIVA IMÓVEIS ALUGA! APARTAMENTO NA SAMAMBAIA NORTE (QR 413 CONJUNTO 03 LOTE 01 APTO 202) - 01 quarto; - Sala; - C... 12/02/23
,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-norte-brasilia-df-cln-406-bloco-c-52739,"CLN 406 Bloco C, ASA NORTE, BRASILIA",1,,,35 m²,1 Quarto,,,"KITNET COM 1 DORMITÓRIO PARA ALUGAR, 35 M² POR R$ 1.000,00/MÊS - ASA NORTE - BRASÍLIA/DF","SCLN 406 BLOCO C SALA 218 EDIFICIO MIAMI BEACH DESTAQUES: Condomínio com ótima localização. Comércio com restaurantes, ... 12/02/23"
,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-jardim-roriz-planaltina-df-quadra-6-conjunto-6f-529589,"Quadra 6 Conjunto 6F, JARDIM RORIZ, PLANALTINA",700,,,35 m²,1 Quarto,,,,"LINDO APT COM VARANDA AMPLA! EM FRENTE O SUPERMERCADO OFERTÃO! PRÓXIMO DA LOJA ""EMBALAGEM BRASIL"". APT 104 01 QUARTO; ... 12/02/23"
,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-guara-ii-guara-df-qe-40-conjunto-f-703149,"QE 40 Conjunto F, GUARA II, GUARA",600,,,30 m²,1 Quarto,,,,"ALUGA-SE APARTAMENTO DE 01 QUARTO, SALA CONJUGADA COM COZINHA COM BANCADA ESTILO AMERICANA E 1 BANHEIRO. 12/02/23"
,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-samambaia-norte-samambaia-df-qr-413-conjunto-3-371635,"QR 413 Conjunto 3, SAMAMBAIA NORTE, SAMAMBAIA",420,,,50 m²,1 Quarto,,,,EXECUTIVA IMÓVEIS ALUGA! APARTAMENTO NA SAMAMBAIA NORTE (QR 413 CONJUNTO 03 LOTE 01 APTO 202) - 01 quarto; - Sala; - C... 12/02/23
,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-sudoeste-brasilia-df-qmsw-5-673730,"QMSW 5, SUDOESTE, BRASILIA",1.25,,,30 m²,1 Quarto,1 Suíte,1 Vaga,QMSW 05 ED MONT SERRAT SEMI MOBILIADA,"PÚBLIO IMÓVEIS ALUGA KITNET NO ED MONT SERRAT, COMPOSTO POR: - SALA COM DUAS POLTRONAS, RACK E BANCADA DE ESTUDO, - 01 ... 12/02/23"
,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-sul-aguas-claras-df-avenida-das-araucarias-598377,"Avenida das Araucárias, SUL, AGUAS CLARAS",1.5,,,30 m²,1 Quarto,1 Vaga,,,MENDONÇA ALUGA APARTAMENTO EM EXCELENTE LOCALIZAÇÃO COMPOSTO DE: SALA COM UMA MESA COM 2 CADEIRAS COZINHA ARMÁRIO E 1 ... 12/02/23
,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-taguatinga-norte-taguatinga-df-qna-51-332998,"QNA 51, TAGUATINGA NORTE, TAGUATINGA",750,,,35 m²,1 Quarto,,,QNA 51 LOTE 05 AP 101,"APARTAMENTO COM: - 01 QUARTO  - SALA - COZINHA - BANHEIRO  - ÁREA SERVIÇOS - SEM GARAGEM   VALOR BRUTO R$ 844,... 12/02/23"
,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-norte-brasilia-df-cln-302-bloco-d-581298,"CLN 302 Bloco D, ASA NORTE, BRASILIA",930,,,30 m²,1 Quarto,1 Suíte,,,EXECUTIVA IMÓVEIS ALUGA! SALA / KIT (CLN 302 CONJUNTO D SALA/KITNET - ASA NORTE) - SALA/QUARTO - BANHEIRO SOCIAL ___... 12/02/23
,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-riacho-fundo-riacho-fundo-df-qs-14-area-especial-d-592253,"QS 14 Área Especial D, RIACHO FUNDO, RIACHO FUNDO",600,,,38 m²,1 Quarto,,,,"EDIFICIO CONTINENTAL CENTER QS 14 LOTE D BLOCO C RIACHO FUNDO 1 Alugo Apartamento no Bloco B de 1 Quarto, Sala, Cozinha ... 12/02/23"
,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-taguatinga-norte-taguatinga-df-qnc-5-704123,"QNC 5, TAGUATINGA NORTE, TAGUATINGA",850,,,45 m²,1 Quarto,1 Vaga,,ÓTIMO APARTAMENTO DE 1 QUARTO COM VAGA DE GARAGEM!,Morar em Taguatinga é uma opção para você? Então conheça nossas unidades disponíveis para locação na QNC 05 de Taguati... 12/02/23
,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-lago-norte-brasilia-df-ca-08-46064,"CA 08, LAGO NORTE, BRASILIA",1.35,,,30 m²,1 Quarto,1 Vaga,,"APARTAMENTO COM 1 DORMITÓRIO PARA ALUGAR, 30 M² POR R$ 1.350,00/MÊS - LAGO NORTE - BRASÍLIA/DF",Ótimo Apartamento MOBILIADO - CA 08 - BL E LT 5 AP - ED. VERONA - LAGO NORTE CONDOMÍNIO E IPTU PAGOS PELO PROPRIETÁRIO ... 12/02/23
,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-sul-aguas-claras-df-avenida-jacaranda-277297,"Avenida Jacarandá, SUL, AGUAS CLARAS",1.199,,,35 m²,1 Quarto,1 Suíte,1 Vaga,LOCAÇÃO APARTAMENTO 1 QUARTO SUL ÁGUAS CLARAS,"Edifício Spot - Avenida Jacarandá - Águas Claras. Localizado em uma das cidades mais gostosa para se morar, viver, e re... 12/02/23"
